1,2,3,female,male,C,Q,S,Dr,Master,Miss,Mr,Mrs,adult,aged,child,senior,High,Low,Age,Fare,SibSp,Parch,Family_Size,Family,AgeFill,Fare_Per_Person,Cabin,AgeClass,ClassFare
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.0967468917700279,-0.048707370121739375,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.0967468917700279,-0.024723117698381505,1,0.004673343624375442,-0.018953240622410925
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0037808790266546863,-0.037484117572401957,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0037808790266546863,-0.013499865149044088,1,-0.022466153390279884,-0.01065779308594414
0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.0,-0.047731435117449164,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.0,-0.031310678977340425,1,0.10914843382329197,-0.03871592445928768
1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0.01634685037624001,0.1582396475379997,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.01634685037624001,0.07167486235038402,1,-0.15364038896111396,0.0491426243019385
0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,-0.033917035022101284,-0.047389857865947585,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.033917035022101284,-0.02340560544258972,1,0.07252208616101376,-0.015000703855035578
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.15457253522167858,-0.010157937452276068,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.15457253522167858,-0.012523930144753876,1,0.08609183466834142,-0.008705923077363719
1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0.028912821725825332,0.08605305344966746,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.028912821725825332,0.11003730587302532,1,-0.14911713945867142,0.0875050678245798
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0037808790266546863,-0.042363792593853006,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0037808790266546863,-0.01837954017049514,1,-0.022466153390279884,-0.02041714312884624
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.17214271986753985,-0.04714587411487504,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.17214271986753985,-0.023161621691517167,1,-0.07674514741959054,-0.014268752601817912
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.033917035022101284,-0.037484117572401957,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.033917035022101284,-0.013499865149044088,1,-0.04960565040493521,-0.01065779308594414
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.26766627736794646,-0.04714587411487504,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.26766627736794646,-0.023161621691517167,1,0.39819605033687766,-0.014268752601817912
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0,-0.047446852470198135,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.023462600046840268,1,0.10914843382329197,-0.01517168766778722
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.10430864982333728,0.11280987308829042,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.10430864982333728,0.04895997512552937,1,-0.12197764244401609,0.02642773707708385
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.0967468917700279,-0.04460844310372049,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.0967468917700279,-0.020624190680362624,1,0.004673343624375442,-0.006656459568354283
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.13444480581878387,-0.042363792593853006,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.13444480581878387,-0.01837954017049514,1,-0.12197764244401609,-0.02041714312884624
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.11559584879440589,-0.048707370121739375,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.11559584879440589,-0.024723117698381505,1,-0.015681279136616055,-0.018953240622410925
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.1470107771683692,-0.037484117572401957,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.1470107771683692,-0.013499865149044088,1,-0.1310241414489012,-0.01065779308594414
0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.0,-0.013150739736432427,0.3096240179573513,0.10306771417882528,0.3095398428731762,0.15200617283950618,0.0,-0.028932637671086555,1,0.10914843382329197,-0.03158180054052608
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0.0666107357745813,0.10007392128230316,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.0666107357745813,0.04259199922253574,1,-0.13554739095134374,0.020059761174090224
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.008785092322930637,-0.04768263836723465,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.008785092322930637,-0.023698385943876785,1,0.09966158317566909,-0.015879045358896757
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.3681940481646291,-0.036508182568111745,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.3681940481646291,-0.012523930144753876,1,0.23988231775138827,-0.008705923077363719
0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.3103684047129784,-0.0015941077896294738,0.4346240179573513,0.26973438084549195,0.5095398428731762,0.4645061728395062,-0.3103684047129784,-0.030122129561401277,1,-0.22601238100019483,-0.03515027621147023
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.07161494907085725,-0.042363792593853006,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.07161494907085725,-0.01837954017049514,1,-0.07674514741959054,-0.02041714312884624
0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.0,-0.04812180911916524,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.024137556695807378,1,0.10914843382329197,-0.01719655761468855
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.1797044779208492,-0.012109807460856489,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.1797044779208492,-0.013499865149044088,1,0.10418483267811164,-0.01065779308594414
0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,-0.27267049066422244,-0.011621839958711383,-0.0653759820426487,0.26973438084549195,0.1095398428731762,-0.035493827160493825,-0.27267049066422244,-0.021795312685510874,1,-0.2214891314977523,-0.027248688158877713
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.13444480581878387,-0.042363792593853006,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.13444480581878387,-0.01837954017049514,1,-0.12197764244401609,-0.02041714312884624
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.04147879307541066,-0.038899223328622765,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.04147879307541066,-0.014914970905264892,1,0.004673343624375442,-0.013488004598385747
0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0,-0.03464570820592431,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.0,-0.024767815521577998,1,0.10914843382329197,-0.0190873340920004
0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.0,-0.0326044425509509,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.0,-0.023747182694091293,1,0.10914843382329197,-0.016025435609540294
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.008785092322930637,-0.042363792593853006,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.008785092322930637,-0.01837954017049514,1,-0.03151265239516499,-0.02041714312884624
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.0967468917700279,-0.04895135387281192,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.0967468917700279,-0.02496710144945406,1,0.004673343624375442,-0.019685191875628585
0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0037808790266546863,-0.04875616687195388,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0037808790266546863,-0.024771914448596017,1,0.11323133168299675,-0.019099630873054465
1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0.1797044779208492,0.11280987308829042,0.18462401795735128,-0.06359895248784138,0.1095398428731762,-0.035493827160493825,0.1797044779208492,0.01968192499682306,1,-0.09483814542936075,-0.002850313051622457
0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,-0.05904897772127193,-0.04768263836723465,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.05904897772127193,-0.023698385943876785,1,0.04538258914635843,-0.015879045358896757
0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,-0.07161494907085725,-0.03455631255953132,-0.0653759820426487,0.26973438084549195,0.1095398428731762,-0.035493827160493825,-0.07161494907085725,-0.02944013688578419,1,-0.07674514741959054,-0.042538336559424336
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.09174267847375195,0.03972053912098972,0.0596240179573513,0.10306771417882528,0.1095398428731762,0.027006172839506175,0.09174267847375195,-0.00468118632561051,1,-0.12650089194645864,-0.02721342437405603
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.30536419141670246,-0.012109807460856489,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.30536419141670246,-0.013499865149044088,1,0.19464982272696274,-0.01065779308594414
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0,-0.048707370121739375,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.024723117698381505,1,0.10914843382329197,-0.018953240622410925
0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,-0.008785092322930637,-0.04243698771917477,0.0596240179573513,0.10306771417882528,0.1095398428731762,0.027006172839506175,-0.008785092322930637,-0.032067028605665335,1,0.09966158317566909,-0.04098497334426242
1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.405891962213385,-0.011036278956137255,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.405891962213385,0.012947973467220613,1,-0.013419654385394776,-0.009584264581224907
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0037808790266546863,-0.03143332054580265,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.0037808790266546863,-0.023161621691517167,1,0.11323133168299675,-0.014268752601817912
0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.14200656387209323,-0.023406255135515676,-0.0653759820426487,0.26973438084549195,0.1095398428731762,-0.035493827160493825,0.14200656387209323,-0.02572345107777897,1,0.26249856526360105,-0.021954240760603327
0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,-0.008785092322930637,-0.03310060790713205,-0.0653759820426487,0.26973438084549195,0.1095398428731762,-0.035493827160493825,-0.008785092322930637,-0.028954902001651097,1,0.09966158317566909,-0.0316485935322197
1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,0.09172967699562189,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,0.11571392941897976,1,-0.15952460441679145,0.09318169137053423
1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0.0037808790266546863,0.10597832805825895,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0037808790266546863,0.12996258048161682,1,-0.15816363846355652,0.10743034243317129
1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0.0666107357745813,0.9371415723160527,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0666107357745813,0.9611258247394104,1,-0.13554739095134374,0.9385935866909649
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0.25510030601836114,-0.012109807460856489,-0.0653759820426487,0.10306771417882528,0.009539842873176208,-0.035493827160493825,0.25510030601836114,-0.013499865149044088,1,0.1584638267074223,-0.01065779308594414
0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.0,-0.047731435117449164,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.023747182694091293,1,0.10914843382329197,-0.016025435609540294
0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,-0.335500347412149,-0.0015941077896294738,0.4346240179573513,0.26973438084549195,0.5095398428731762,0.4645061728395062,-0.335500347412149,-0.030122129561401277,1,-0.2531518780148502,-0.03515027621147023
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.2802322487175318,0.09260801849948308,0.0596240179573513,0.10306771417882528,0.1095398428731762,0.027006172839506175,0.2802322487175318,0.012947973467220613,1,-0.05865214940982032,-0.009584264581224907
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.12944059252250792,-0.06285842768394742,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.12944059252250792,-0.038874175260589554,1,-0.11293114343913098,-0.061406413309035075
0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.0,-0.047731435117449164,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.023747182694091293,1,0.10914843382329197,-0.016025435609540294
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.07917670712416662,-0.042363792593853006,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.07917670712416662,-0.01837954017049514,1,0.03181284063903077,-0.02041714312884624
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.17214271986753985,0.014606413281588017,0.4346240179573513,0.10306771417882528,0.40953984287317624,0.21450617283950618,-0.17214271986753985,-0.025963368433000317,1,-0.07674514741959054,-0.022673992826267354
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.05904897772127193,-0.04768263836723465,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,-0.05904897772127193,-0.03128628060223317,1,0.04538258914635843,-0.03864272933396592
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0.3556280768150437,0.23668042350782537,-0.0653759820426487,0.10306771417882528,0.009539842873176208,-0.035493827160493825,0.3556280768150437,0.11089525033529685,1,-0.03151265239516499,0.08836301228685131
1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0.0666107357745813,0.20188014275084332,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0666107357745813,0.2258643951742012,1,-0.13554739095134374,0.20333215712575564
1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,-0.0023504574179543853,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,0.02163379500540348,1,-0.15952460441679145,-0.0008984430430420366
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.05904897772127193,-0.06285842768394742,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.05904897772127193,-0.038874175260589554,1,0.04538258914635843,-0.061406413309035075
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0.14200656387209323,-0.02479696251662922,-0.0653759820426487,0.10306771417882528,0.009539842873176208,-0.035493827160493825,0.14200656387209323,-0.019843442676930455,1,0.07704533566345631,-0.02334494814171687
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0.09174267847375195,-0.004887888429108933,-0.0653759820426487,0.10306771417882528,0.009539842873176208,-0.035493827160493825,0.09174267847375195,-0.00988890563317031,1,-0.12650089194645864,-0.03242114368161583
0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.0,-0.047731435117449164,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.023747182694091293,1,0.10914843382329197,-0.016025435609540294
1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0.41845793356297034,0.08930604000596756,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.41845793356297034,0.03720805858436794,1,-0.008896404882952222,0.01467582053592242
0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0.19227044927043455,-0.047731435117449164,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.19227044927043455,-0.023747182694091293,1,0.3167775592929117,-0.016025435609540294
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0,-0.06285842768394742,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.038874175260589554,1,-0.02518808529674976,-0.061406413309035075
0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,-0.28523646201380776,-0.0060102136840426736,0.4346240179573513,0.10306771417882528,0.40953984287317624,0.21450617283950618,-0.28523646201380776,-0.029399472927272095,1,-0.1988728839855395,-0.0329823063090827
0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.0666107357745813,-0.023333060010193904,0.0596240179573513,0.10306771417882528,0.1095398428731762,0.027006172839506175,0.0666107357745813,-0.025699052702671716,1,0.18108007421963507,-0.02188104563528156
0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.443589876262141,-0.047731435117449164,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.443589876262141,-0.023747182694091293,1,0.5881725294394649,-0.016025435609540294
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.02135106367251596,-0.047528050262555084,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.02135106367251596,-0.023543797839197217,1,0.08609183466834142,-0.015415281044858056
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.17214271986753985,-0.04431566260243343,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.17214271986753985,-0.020331410179075558,1,-0.07674514741959054,-0.005778118064493088
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.13444480581878387,-0.04714587411487504,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.13444480581878387,-0.023161621691517167,1,-0.036035901897607546,-0.014268752601817912
1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,-0.012109807460856489,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,0.011874444962501379,1,-0.15952460441679145,-0.01065779308594414
0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0.04147879307541066,-0.045950353734619524,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.04147879307541066,-0.02196610131126166,1,0.15394057720497975,-0.010682191461051399
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0037808790266546863,-0.04431566260243343,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0037808790266546863,-0.020331410179075558,1,0.11323133168299675,-0.005778118064493088
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.0967468917700279,-0.047446852470198135,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.0967468917700279,-0.023462600046840268,1,0.004673343624375442,-0.01517168766778722
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.15457253522167858,-0.037484117572401957,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.15457253522167858,-0.013499865149044088,1,0.08609183466834142,-0.01065779308594414
0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,-0.0967468917700279,-0.047731435117449164,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.0967468917700279,-0.023747182694091293,1,0.004673343624375442,-0.016025435609540294
1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,-0.046483006371686605,0.09104652249261873,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.046483006371686605,0.11503077491597659,1,-0.17625663647332673,0.09249853686753107
1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,-0.13444480581878387,0.11491633120155041,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,-0.13444480581878387,0.05001320418215936,1,-0.20791938299042462,0.027480966133713845
0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0.07917670712416662,-0.037728101323474504,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.07917670712416662,-0.01374384890011664,1,0.03181284063903077,-0.011145760588089245
0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,-0.07161494907085725,-0.0455843781080107,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.07161494907085725,-0.021600125684652832,1,0.03181284063903077,-0.009584264581224914
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.07161494907085725,-0.047446852470198135,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.07161494907085725,-0.023462600046840268,1,0.03181284063903077,-0.01517168766778722
1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0.0,-0.0087510295500913,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,0.015233222873266568,1,-0.15952460441679145,-0.00729901517517895
0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,-0.07789793474564992,-0.04874796901791785,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.07789793474564992,-0.02476371659455998,1,0.02502796638536694,-0.019075037310946345
1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,-0.3480663187617344,0.23294747211641534,0.0596240179573513,0.26973438084549195,0.2095398428731762,0.08950617283950618,-0.3480663187617344,0.035077299689501136,1,-0.28481462453194806,0.012545061641055615
1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,-0.0033263924222445957,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,0.020657860001113273,1,-0.15952460441679145,-0.0018743780473322467
1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0.25510030601836114,0.4202699983358852,-0.0653759820426487,0.10306771417882528,0.009539842873176208,-0.035493827160493825,0.25510030601836114,0.20269003774932673,1,-0.06769864841470542,0.1801577997008812
0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.0,-0.047731435117449164,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.023747182694091293,1,0.10914843382329197,-0.016025435609540294
0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.0,-0.017477449984452643,0.18462401795735128,-0.06359895248784138,0.1095398428731762,-0.035493827160493825,0.0,-0.023747182694091293,1,0.10914843382329197,-0.016025435609540294
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.13444480581878387,-0.06285842768394742,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.13444480581878387,-0.038874175260589554,1,-0.036035901897607546,-0.061406413309035075
0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.0,-0.03875283307797923,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.01476858065462136,1,-0.02518808529674976,-0.013195224097098687
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,-0.04714587411487504,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.023161621691517167,1,0.10914843382329197,-0.014268752601817912
1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,-0.36163756781928647,0.23294747211641534,0.0596240179573513,0.26973438084549195,0.2095398428731762,0.08950617283950618,-0.36163756781928647,0.035077299689501136,1,-0.289699733994586,0.012545061641055615
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0,0.15357136003847793,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,0.1775556124618358,1,-0.15952460441679145,0.15502337441339029
1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,-0.1595767485179545,0.14970021625046037,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,-0.1595767485179545,0.06740514670661435,1,-0.21696588199530972,0.04487290865816883
0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0.0037808790266546863,-0.01601354747801733,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.0037808790266546863,-0.015451735157624508,1,-0.022466153390279884,-0.014561533103104981
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0037808790266546863,0.04825997040852906,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0037808790266546863,0.07224422283188692,1,-0.15816363846355652,0.0497119847834414
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-0.07161494907085725,0.09945576405058576,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.07161494907085725,0.12344001647394362,1,-0.18530313547821184,0.1009077784254981
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-0.1470107771683692,0.44926346581734045,0.18462401795735128,0.26973438084549195,0.3095398428731762,0.21450617283950618,-0.1470107771683692,0.06355020343966801,1,-0.21244263249286718,0.041017965391222495
0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,-0.046483006371686605,-0.012109807460856489,0.0596240179573513,0.10306771417882528,0.1095398428731762,0.027006172839506175,-0.046483006371686605,-0.021957968519559244,1,-0.05865214940982032,-0.027573999826974453
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.02135106367251596,-0.047446852470198135,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.02135106367251596,-0.023462600046840268,1,0.08609183466834142,-0.01517168766778722
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.1671385065712639,-0.011621839958711383,0.0596240179573513,0.10306771417882528,0.1095398428731762,0.027006172839506175,0.1671385065712639,-0.021795312685510874,1,0.09513833367322654,-0.027248688158877713
